Date, Prices, Generation forecast, System load forecast,
2016/5/29 5:00,6.16,39729,32244,59.144
2016/5/29 6:00,6.33,38622,31167,59.378
2016/5/29 7:00,6.66,38697,31264,60.008
2016/5/29 8:00,6.24,40196,33086,61.214
2016/5/29 9:00,7.21,43348,35898,62.528
2016/5/29 10:00,12.87,45321,38884,64.112
2016/5/29 11:00,14.03,45830,41056,64.886
2016/5/29 12:00,14.72,45904,43580,64.634
2016/5/29 13:00,12.87,45935,45327,64.49
2016/5/29 14:00,9.92,43861,41143,62.834
2016/5/29 15:00,9.16,42941,39423,62.438
2016/5/29 16:00,5.32,43088,37728,62.834
2016/5/29 17:00,7.07,44049,37036,62.888
2016/5/29 18:00,9.05,44790,37692,62.438
2016/5/29 19:00,12.94,46415,40484,61.286
2016/5/29 20:00,17.45,47038,40459,60.854
2016/5/29 21:00,22.62,47679,39633,60.728
2016/5/29 22:00,23.12,49120,40676,60.458
2016/5/29 23:00,20.22,50416,45319,59.288
2016/5/30 0:00,18.07,48542,43805,57.722
2016/5/30 1:00,14.48,47319,39021,57.254
2016/5/30 2:00,12.35,46645,38629,57.488
2016/5/30 3:00,11.28,44210,35381,57.866
2016/5/30 4:00,11.86,45087,33801,58.01
2016/5/30 5:00,18.01,45654,34779,57.542
2016/5/30 6:00,26.16,48326,37276,56.894
2016/5/30 7:00,34.94,51025,43023,56.426
2016/5/30 8:00,35.25,53015,47454,56.246
2016/5/30 9:00,35.43,53899,49808,56.444
2016/5/30 10:00,34.79,54084,51037,55.904
2016/5/30 11:00,36.14,54433,52003,55.76
2016/5/30 12:00,34,55011,53036,55.958
2016/5/30 13:00,31.84,54342,53640,55.778
2016/5/30 14:00,31.9,53429,51977,55.742
2016/5/30 15:00,27.21,53237,50461,55.85
2016/5/30 16:00,25.09,52894,49092,55.76
2016/5/30 17:00,27.4,52479,47371,55.454
2016/5/30 18:00,28.74,52758,47449,55.616
2016/5/30 19:00,28.99,53796,49740,56.066
2016/5/30 20:00,25.48,53110,47571,55.76
2016/5/30 21:00,24.7,52182,44220,55.382
2016/5/30 22:00,30,52341,44854,55.31
2016/5/30 23:00,23.69,52820,48992,55.4
2016/5/31 0:00,21.17,52218,47072,55.454
2016/5/31 1:00,19.25,50422,42066,55.706
2016/5/31 2:00,16.44,49802,41329,55.994
2016/5/31 3:00,8.09,48293,38319,56.462
2016/5/31 4:00,9.54,48256,36555,57.308
2016/5/31 5:00,16.94,48491,37237,58.28
2016/5/31 6:00,24.52,50471,39153,58.082
2016/5/31 7:00,32.93,53360,44892,57.758
2016/5/31 8:00,35.81,55982,48939,57.776
2016/5/31 9:00,35.47,56704,51146,58.226
2016/5/31 10:00,34.94,56933,52305,58.694
2016/5/31 11:00,35.8,56767,53020,58.838
2016/5/31 12:00,32.78,56593,53942,60.206
2016/5/31 13:00,30.94,56595,54506,61.466
2016/5/31 14:00,31.71,56435,52249,61.268
2016/5/31 15:00,32.67,55735,51207,61.826
2016/5/31 16:00,34.03,55257,49526,62.87
2016/5/31 17:00,32.37,55760,48410,63.482
2016/5/31 18:00,34.94,56848,48151,61.844
2016/5/31 19:00,35.92,57603,50085,60.944
2016/5/31 20:00,32.95,56907,47931,60.116
2016/5/31 21:00,31.98,56023,44821,59.486
2016/5/31 22:00,30.78,55888,45192,59.036
2016/5/31 23:00,31.94,55713,49418,58.676
2016/6/1 0:00,24,51546,47401,58.442
2016/6/1 1:00,22.23,49672,42449,58.118
2016/6/1 2:00,21.07,49140,41688,58.028
2016/6/1 3:00,20.08,47147,38434,57.992
2016/6/1 4:00,20.18,47354,36707,57.794
2016/6/1 5:00,23.1,47848,37454,57.596
2016/6/1 6:00,29.9,51673,39455,56.768
2016/6/1 7:00,37.49,54872,44834,56.12
2016/6/1 8:00,40.87,56264,49039,56.264
2016/6/1 9:00,41,57339,51153,56.714
2016/6/1 10:00,40.44,57176,52272,57.398
2016/6/1 11:00,40.51,57249,53150,58.082
2016/6/1 12:00,36.64,56742,53949,57.848
2016/6/1 13:00,34.09,57016,54597,57.974
2016/6/1 14:00,34.18,55655,52242,58.154
2016/6/1 15:00,31.66,54709,51060,58.28
2016/6/1 16:00,31.28,54179,49571,58.604
2016/6/1 17:00,30.11,53986,47943,58.064
2016/6/1 18:00,32.66,54587,47885,57.794
2016/6/1 19:00,32.92,55304,49605,57.47
2016/6/1 20:00,30.95,54663,47986,57.506
2016/6/1 21:00,29.57,53282,45107,58.046
2016/6/1 22:00,30.9,52761,45273,57.668
2016/6/1 23:00,28.05,53854,49263,57.326
2016/6/2 0:00,21.96,54374,47351,57.254
2016/6/2 1:00,20.75,52140,42675,57.416
2016/6/2 2:00,20.13,50376,42319,57.164
2016/6/2 3:00,20,48074,38920,56.498
2016/6/2 4:00,16.39,47271,37023,56.066
2016/6/2 5:00,17.58,47485,37495,55.598
2016/6/2 6:00,25.53,50542,39747,55.328
2016/6/2 7:00,29.69,54165,45082,55.526
2016/6/2 8:00,39.54,55734,49312,55.832
2016/6/2 9:00,37.98,56986,51407,56.408
2016/6/2 10:00,37.09,57924,52549,56.858
2016/6/2 11:00,36.37,58078,53142,57.542
2016/6/2 12:00,32.08,57788,54149,57.92
2016/6/2 13:00,28.07,57101,54744,57.56
2016/6/2 14:00,26.68,56799,52402,57.668
2016/6/2 15:00,25.95,55578,51242,57.47
2016/6/2 16:00,28.09,54807,49881,57.326
2016/6/2 17:00,32.09,54027,48453,56.228
2016/6/2 18:00,31.84,53872,48025,55.274
2016/6/2 19:00,32.96,54798,49930,54.32
2016/6/2 20:00,31.96,54121,47820,53.708
2016/6/2 21:00,28.85,55051,45142,53.42
2016/6/2 22:00,28.49,54678,45355,53.132
2016/6/2 23:00,24.59,55588,49614,52.97
2016/6/3 0:00,24.1,52523,47447,52.844
2016/6/3 1:00,21.68,50408,42651,52.718
2016/6/3 2:00,19.97,49979,42323,52.502
2016/6/3 3:00,16.03,49098,38982,52.448
2016/6/3 4:00,17.14,48687,37186,52.574
2016/6/3 5:00,22.5,49691,37817,52.826
2016/6/3 6:00,27.46,52279,40001,53.168
2016/6/3 7:00,35.45,56154,45245,53.42
2016/6/3 8:00,40.08,57747,49758,53.798
2016/6/3 9:00,39.97,58182,52198,54.392
2016/6/3 10:00,50,58231,53151,54.968
2016/6/3 11:00,50,58363,53527,56.3
2016/6/3 12:00,40,57346,54405,58.262
2016/6/3 13:00,39.88,56573,55035,60.764
2016/6/3 14:00,41.04,55620,52046,61.862
2016/6/3 15:00,27.83,53960,50831,62.366
2016/6/3 16:00,27.95,53869,49187,62.87
2016/6/3 17:00,28,54309,47744,62.762
2016/6/3 18:00,31.82,55191,47480,62.402
2016/6/3 19:00,33.61,55904,48674,61.502
2016/6/3 20:00,31.98,55768,46671,60.368
2016/6/3 21:00,30.66,54462,44609,58.748
2016/6/3 22:00,32.16,53502,44787,57.272
2016/6/3 23:00,28.94,54879,49311,55.868
2016/6/4 0:00,36.85,52253,47284,54.662
2016/6/4 1:00,23.21,48830,42458,53.6
2016/6/4 2:00,21.63,47584,41707,52.916
2016/6/4 3:00,21.29,46824,37735,52.538
2016/6/4 4:00,21.26,46263,35819,52.34
2016/6/4 5:00,21.3,46498,35055,52.628
2016/6/4 6:00,21.53,46654,35139,53.042
2016/6/4 7:00,23.5,47404,36281,53.762
2016/6/4 8:00,27.49,49976,39330,54.5
2016/6/4 9:00,28.98,50780,42967,55.274
2016/6/4 10:00,26.56,51088,45228,56.084
2016/6/4 11:00,26.91,51465,45943,56.696
2016/6/4 12:00,25.73,50758,47756,57.416
2016/6/4 13:00,22.78,49519,49023,58.064
2016/6/4 14:00,21.58,48535,45136,60.17
2016/6/4 15:00,21.41,48206,43681,61.574
2016/6/4 16:00,21.53,48122,42078,62.33
2016/6/4 17:00,25.29,48491,41014,63.032
2016/6/4 18:00,28.19,50426,41392,62.546
2016/6/4 19:00,30.07,51296,42945,61.664
2016/6/4 20:00,29.87,51349,41927,60.926
2016/6/4 21:00,29.88,51016,40099,59.972
2016/6/4 22:00,30.99,50826,40680,59.162
2016/6/4 23:00,28.88,52296,45637,58.838
2016/6/5 0:00,24.43,50066,44480,58.424
2016/6/5 1:00,22,47203,40015,57.938
2016/6/5 2:00,20.08,46234,39221,57.362
2016/6/5 3:00,18.32,44444,35506,57.02
2016/6/5 4:00,15.54,44297,33461,56.642
2016/6/5 5:00,14.98,43312,32576,56.318
2016/6/5 6:00,13.33,43061,31735,56.192
2016/6/5 7:00,15.52,43010,31870,56.282
2016/6/5 8:00,17.89,43887,33925,56.696
2016/6/5 9:00,18.42,44940,37270,57.704
2016/6/5 10:00,17.84,46000,40090,59.324
2016/6/5 11:00,17.98,46974,42095,63.158
2016/6/5 12:00,17.94,47083,44656,67.946
2016/6/5 13:00,15.15,46393,45575,71.582
2016/6/5 14:00,10.16,44858,41088,74.48
2016/6/5 15:00,10.22,44213,39865,76.226
2016/6/5 16:00,11.1,44734,38571,76.946
2016/6/5 17:00,17.38,45701,37625,74.246
2016/6/5 18:00,23.91,47099,38310,71.114
2016/6/5 19:00,26.92,49701,40993,70.502
2016/6/5 20:00,28.85,50946,41148,68.414
2016/6/5 21:00,29.14,51210,40445,65.966
2016/6/5 22:00,30.74,52077,40523,65.21
2016/6/5 23:00,30,52737,45231,64.994
2016/6/6 0:00,24.59,49183,43526,62.582
2016/6/6 1:00,22.76,48300,38927,60.71
2016/6/6 2:00,21.87,49643,38488,59.648
2016/6/6 3:00,18.38,48061,35756,59.288
2016/6/6 4:00,15.61,47675,34182,57.938
2016/6/6 5:00,19.51,48865,34995,57.596
2016/6/6 6:00,24.01,51875,37781,58.91
2016/6/6 7:00,29.81,55887,43419,61.466
2016/6/6 8:00,37.82,58276,48058,65.102
2016/6/6 9:00,34.94,58847,50764,67.838
2016/6/6 10:00,32.57,58401,51874,70.484
2016/6/6 11:00,38.87,58658,52629,72.86
2016/6/6 12:00,38.64,58146,54129,75.092
2016/6/6 13:00,38.6,57731,54439,76.172
2016/6/6 14:00,38.72,57087,52626,78.26
2016/6/6 15:00,37.95,56332,51382,78.926
2016/6/6 16:00,37.8,55997,50223,76.136
2016/6/6 17:00,39.09,56123,48722,72.896
2016/6/6 18:00,38.76,57005,48554,69.296
2016/6/6 19:00,41.06,58379,50882,65.228
2016/6/6 20:00,37.31,57907,48669,64.544
2016/6/6 21:00,34.2,56295,45618,65.3
2016/6/6 22:00,33.81,56336,45486,64.148
2016/6/6 23:00,33.77,56044,49662,64.688
2016/6/7 0:00,24.85,53698,47129,65.318
2016/6/7 1:00,23.34,51362,42119,65.012
2016/6/7 2:00,22.59,50959,41657,64.562
2016/6/7 3:00,18.66,49805,38583,64.094
2016/6/7 4:00,23.33,49825,37034,63.104
2016/6/7 5:00,23.36,50630,37534,63.122
2016/6/7 6:00,24.94,53627,39836,64.148
2016/6/7 7:00,40,57029,45429,67.028
2016/6/7 8:00,39.48,58293,49589,69.98
2016/6/7 9:00,39.35,58252,51856,72.464
2016/6/7 10:00,38.99,58422,52979,75.236
2016/6/7 11:00,38.29,58216,53576,76.658
2016/6/7 12:00,36.68,58571,54959,78.296
2016/6/7 13:00,33.51,58588,55394,78.296
2016/6/7 14:00,35,57719,53359,77.81
2016/6/7 15:00,30.13,56968,52403,73.184
2016/6/7 16:00,34.49,56546,51062,65.354
2016/6/7 17:00,32.13,56579,49803,61.7
2016/6/7 18:00,36.02,57883,49642,61.214
2016/6/7 19:00,38.48,58964,51283,60.782
2016/6/7 20:00,36.76,58267,49101,60.836
2016/6/7 21:00,32.97,56725,46405,60.764
2016/6/7 22:00,32.59,56309,46263,60.512
2016/6/7 23:00,27.54,56874,50493,60.584
2016/6/8 0:00,25.98,53710,47845,60.602
2016/6/8 1:00,23.89,50964,42614,60.206
2016/6/8 2:00,22.83,50948,42028,59.954
2016/6/8 3:00,24.62,50062,38667,59.486
2016/6/8 4:00,21.63,49691,37199,59.81
2016/6/8 5:00,23.89,50577,37595,60.134
2016/6/8 6:00,29.08,53100,39490,60.962
2016/6/8 7:00,35.07,57064,44429,62.6
2016/6/8 8:00,41.31,57777,48663,63.194
2016/6/8 9:00,37.33,57808,50949,63.32
2016/6/8 10:00,36.67,57774,52212,65.408
2016/6/8 11:00,34.91,58060,53203,67.73
2016/6/8 12:00,29.93,57527,54597,69.908
2016/6/8 13:00,27.6,56963,55323,71.654
2016/6/8 14:00,27.18,56232,53244,71.888
2016/6/8 15:00,26.37,55198,52073,71.654
2016/6/8 16:00,26,55186,51051,71.132
2016/6/8 17:00,28.24,55824,49496,69.098
2016/6/8 18:00,30.68,56216,49366,66.524
2016/6/8 19:00,32.9,57458,50967,63.32
2016/6/8 20:00,32.12,57301,49193,59.81
2016/6/8 21:00,32.55,53835,46379,56.588
2016/6/8 22:00,30.9,54901,46250,55.112
2016/6/8 23:00,26.5,56760,50646,54.716
2016/6/9 0:00,23.67,53664,48180,55.742
2016/6/9 1:00,21.87,51938,42848,55.652
2016/6/9 2:00,20.81,51556,42329,55.112
2016/6/9 3:00,16.1,50234,38936,54.716
2016/6/9 4:00,14.87,50088,37502,54.824
2016/6/9 5:00,21.63,50823,37681,54.734
2016/6/9 6:00,29,53527,39552,54.95
2016/6/9 7:00,33.89,57961,44905,56.192
2016/6/9 8:00,43.08,58958,49103,58.676
2016/6/9 9:00,44,58979,51352,60.998
2016/6/9 10:00,42.89,59291,52381,62.69
2016/6/9 11:00,41.4,59078,52934,64.67
2016/6/9 12:00,34.99,58930,54396,65.66
2016/6/9 13:00,33.93,58507,55074,66.812
2016/6/9 14:00,32.37,58031,53084,67.892
2016/6/9 15:00,29.86,57816,52005,68.324
2016/6/9 16:00,29.89,56983,51121,68.252
2016/6/9 17:00,28.88,56686,49386,67.604
2016/6/9 18:00,32.95,57080,49177,66.668
2016/6/9 19:00,34.94,58208,50706,64.814
2016/6/9 20:00,33.7,57840,48828,62.15
2016/6/9 21:00,31.51,56508,46072,59.432
2016/6/9 22:00,30.49,56197,45916,57.308
2016/6/9 23:00,31.25,56171,50749,55.202
2016/6/10 0:00,27.23,52319,48163,52.826
2016/6/10 1:00,23.64,48892,42467,51.044
2016/6/10 2:00,21.03,48446,41827,49.784
2016/6/10 3:00,19.91,46945,38640,49.01
2016/6/10 4:00,18.27,47058,37372,48.884
2016/6/10 5:00,20.97,47912,37754,50
2016/6/10 6:00,27.25,50903,39454,52.88
2016/6/10 7:00,33.94,55589,44499,56.3
2016/6/10 8:00,35.95,57176,48867,59.684
2016/6/10 9:00,35.84,57450,51138,62.852
2016/6/10 10:00,39.02,57559,52186,64.364
2016/6/10 11:00,38.76,57423,52662,66.47
2016/6/10 12:00,38.25,57670,54011,68.234
2016/6/10 13:00,38.91,57257,54684,70.25
2016/6/10 14:00,37,56643,52070,70.988
2016/6/10 15:00,32.17,56043,50827,71.402
2016/6/10 16:00,27.04,55503,49320,70.718
2016/6/10 17:00,29.79,55898,47575,70.718
2016/6/10 18:00,30.01,57357,47169,70.16
2016/6/10 19:00,32.85,58124,47984,68.252
2016/6/10 20:00,32.06,57746,46394,65.894
2016/6/10 21:00,31.67,56596,44054,64.472
2016/6/10 22:00,32.86,56180,44208,63.284
2016/6/10 23:00,35,55959,49471,63.104
2016/6/11 0:00,26.14,52236,47139,61.862
2016/6/11 1:00,24.2,47735,41241,61.934
2016/6/11 2:00,23.01,46345,40035,60.656
2016/6/11 3:00,20.99,45629,36522,59.54
2016/6/11 4:00,20,44984,34686,58.946
2016/6/11 5:00,19.03,45294,33731,59.036
2016/6/11 6:00,17.34,45516,33631,59.738
2016/6/11 7:00,19,45829,34635,60.944
2016/6/11 8:00,26.06,48764,37412,61.808
2016/6/11 9:00,29.47,50271,40652,63.464
2016/6/11 10:00,29.46,50667,43119,64.94
2016/6/11 11:00,30.03,50932,43853,65.912
2016/6/11 12:00,28.49,51071,46001,66.29
2016/6/11 13:00,25.69,50466,47507,68.072
2016/6/11 14:00,24.82,48796,43905,69.512
2016/6/11 15:00,23.89,48474,42554,70.142
2016/6/11 16:00,23.42,48051,41130,70.664
2016/6/11 17:00,25,48818,39572,69.584
2016/6/11 18:00,33.62,50812,39978,67.586
2016/6/11 19:00,37.53,51497,41148,59.252
2016/6/11 20:00,28.49,51392,40655,58.496
2016/6/11 21:00,29.47,50859,38845,57.848
2016/6/11 22:00,30.94,50934,39271,57.776
2016/6/11 23:00,33.19,51414,45188,57.794
2016/6/12 0:00,39.08,49495,43881,57.902
2016/6/12 1:00,24.65,46935,39074,57.866
2016/6/12 2:00,22.64,45872,38013,57.632
2016/6/12 3:00,24.19,44390,34403,57.776
2016/6/12 4:00,14.47,42866,32431,57.686
2016/6/12 5:00,20,42441,31672,57.74
2016/6/12 6:00,26.59,42454,30256,58.514
2016/6/12 7:00,25.28,42852,30406,60.008
2016/6/12 8:00,19.47,44407,32308,61.61
2016/6/12 9:00,23.09,46815,35170,62.942
2016/6/12 10:00,24.92,48188,38308,62.87
2016/6/12 11:00,25.3,49380,40200,65.57
2016/6/12 12:00,34.94,50346,42645,67.478
2016/6/12 13:00,26.66,49375,44137,66.2
2016/6/12 14:00,24.67,46631,40089,64.688
2016/6/12 15:00,24.66,45706,38775,66.11
2016/6/12 16:00,18.62,45288,37435,65.516
2016/6/12 17:00,39.94,45957,36226,61.484
2016/6/12 18:00,41.52,47231,36972,62.312
2016/6/12 19:00,44.46,48893,39108,61.718
2016/6/12 20:00,41.6,49019,39764,60.98
2016/6/12 21:00,31.19,49266,38812,59.666
2016/6/12 22:00,32.44,50543,39142,59.36
2016/6/12 23:00,37.97,53117,44645,58.478
2016/6/13 0:00,25.61,50394,42918,58.1
2016/6/13 1:00,24.83,46511,38025,57.866
2016/6/13 2:00,24.35,45039,37742,57.92
2016/6/13 3:00,26.21,43633,34728,57.83
2016/6/13 4:00,28.44,43503,33252,57.506
2016/6/13 5:00,24.66,44931,33994,57.434
2016/6/13 6:00,30.35,48483,36008,57.218
2016/6/13 7:00,39.94,52529,41358,57.578
2016/6/13 8:00,43.06,55761,45950,58.496
2016/6/13 9:00,60.6,56018,48427,58.784
2016/6/13 10:00,60.6,56024,50011,60.872
2016/6/13 11:00,52.81,55580,50855,62.762
2016/6/13 12:00,48.81,55711,51962,63.896
2016/6/13 13:00,60.6,55593,52742,63.194
2016/6/13 14:00,58.09,54678,51179,62.69
2016/6/13 15:00,60.49,54328,49814,62.798
2016/6/13 16:00,50,53862,48542,63.158
2016/6/13 17:00,56.54,52995,47085,62.618
2016/6/13 18:00,61,53404,46641,59.432
2016/6/13 19:00,60.6,54080,48696,58.73
2016/6/13 20:00,45.12,53380,46712,57.29
2016/6/13 21:00,40,52395,43719,56.894
2016/6/13 22:00,39.94,53884,43297,56.642
2016/6/13 23:00,37.13,54367,48376,56.678
2016/6/14 0:00,26.18,52362,45929,56.642
2016/6/14 1:00,24.31,50316,40791,56.318
2016/6/14 2:00,23.18,48965,39881,56.084
2016/6/14 3:00,22.22,48295,37178,55.994
2016/6/14 4:00,24.2,47860,35723,55.796
2016/6/14 5:00,24.33,47973,36212,55.4
2016/6/14 6:00,27.4,49350,37863,55.67
2016/6/14 7:00,35.29,53478,43083,57.092
2016/6/14 8:00,39.86,55624,47311,58.388
2016/6/14 9:00,38.44,56819,49563,60.368
2016/6/14 10:00,38.18,57778,51081,62.186
2016/6/14 11:00,41.31,58291,51805,61.898
2016/6/14 12:00,41.93,58012,52846,62.096
2016/6/14 13:00,45.38,57863,53411,61.124
2016/6/14 14:00,39.1,57019,51482,61.646
2016/6/14 15:00,35.49,55949,50298,63.05
2016/6/14 16:00,35.87,55494,48967,64.544
2016/6/14 17:00,40.2,54566,47781,63.302
2016/6/14 18:00,35.08,54644,47191,58.928
2016/6/14 19:00,37.5,55487,48864,57.722
2016/6/14 20:00,36,54796,46935,57.236
2016/6/14 21:00,32.01,54867,44056,56.786
2016/6/14 22:00,33.1,55494,43687,55.922
2016/6/14 23:00,33.1,53607,48737,55.238
2016/6/15 0:00,27.72,52126,46169,55.058
2016/6/15 1:00,26.63,48780,41142,54.698
2016/6/15 2:00,24.92,48512,40781,54.374
2016/6/15 3:00,23.73,47117,37421,54.176
2016/6/15 4:00,25.38,47102,35943,53.924
2016/6/15 5:00,25.31,47499,36314,54.104
2016/6/15 6:00,28.37,50053,38080,54.428
2016/6/15 7:00,37.21,53838,42921,54.914
2016/6/15 8:00,42.03,56178,47372,57.02
2016/6/15 9:00,52.4,56631,49555,58.532
2016/6/15 10:00,56.36,56532,51052,57.11
2016/6/15 11:00,54.53,56172,51680,59.396
2016/6/15 12:00,53.46,55644,52816,54.68
2016/6/15 13:00,52.66,55889,53541,55.22
2016/6/15 14:00,48.69,55151,51428,59.648
2016/6/15 15:00,39.24,54626,50149,60.242
2016/6/15 16:00,41.35,54205,49025,61.844
2016/6/15 17:00,56.18,53632,47364,61.178
2016/6/15 18:00,54.05,53889,47192,59.36
2016/6/15 19:00,50.1,54696,48789,58.352
2016/6/15 20:00,44.68,54405,47217,56.462
2016/6/15 21:00,40.25,53801,44350,54.302
2016/6/15 22:00,41.25,53976,43813,53.42
2016/6/15 23:00,38,54449,48809,51.818
2016/6/16 0:00,31.86,51256,46376,50.612
2016/6/16 1:00,26.52,48864,41285,49.964
2016/6/16 2:00,25.8,47693,41288,49.298
2016/6/16 3:00,25,46614,37537,49.082
2016/6/16 4:00,25.42,46318,36134,48.56
2016/6/16 5:00,24.95,48057,36493,49.046
2016/6/16 6:00,29.84,51036,38020,52.79
2016/6/16 7:00,37.82,54921,43217,57.362
2016/6/16 8:00,41.34,56180,47624,60.872
2016/6/16 9:00,44.72,56377,49819,61.952
2016/6/16 10:00,44.72,56004,51127,61.772
2016/6/16 11:00,44.72,56237,51287,62.006
2016/6/16 12:00,40,55763,52139,59.126
2016/6/16 13:00,44.75,55388,52954,56.606
2016/6/16 14:00,44.92,54979,51148,56.534
2016/6/16 15:00,39.96,54565,49980,58.136
2016/6/16 16:00,40,54715,48870,58.874
2016/6/16 17:00,47.81,54984,47358,58.676
2016/6/16 18:00,45.13,55365,47246,59.828
2016/6/16 19:00,43.61,56360,48704,58.226
2016/6/16 20:00,45.27,55061,46921,57.344
2016/6/16 21:00,33.02,54248,44113,56.822
2016/6/16 22:00,34.32,54450,43860,56.588
2016/6/16 23:00,37.64,54309,48813,55.886
2016/6/17 0:00,35,52336,46377,55.04
2016/6/17 1:00,25.59,50193,41539,54.5
2016/6/17 2:00,24.81,49851,41455,53.618
2016/6/17 3:00,23.28,48437,37858,53.798
2016/6/17 4:00,23.66,48471,36448,53.69
2016/6/17 5:00,24.13,49328,36970,54.032
2016/6/17 6:00,27.85,52355,38440,55.922
2016/6/17 7:00,35.3,55703,43555,56.282
2016/6/17 8:00,39.7,57887,47955,56.354
2016/6/17 9:00,56.96,58267,50360,55.976
2016/6/17 10:00,61.64,57503,51568,59.702
2016/6/17 11:00,57.41,56934,51749,59.252
2016/6/17 12:00,52.67,55988,52845,59.342
2016/6/17 13:00,47.41,55091,53460,63.302
2016/6/17 14:00,37.62,53957,51061,65.138
2016/6/17 15:00,34.99,53516,49409,57.668
2016/6/17 16:00,34.99,53178,47781,58.784
2016/6/17 17:00,32.44,54025,46444,60.296
2016/6/17 18:00,32.26,53955,46246,60.71
2016/6/17 19:00,32.15,55312,47259,60.062
2016/6/17 20:00,30.59,54632,45752,57.92
2016/6/17 21:00,28.16,53941,43545,56.552
2016/6/17 22:00,36.98,53687,43407,56.75
2016/6/17 23:00,29.81,54038,48591,56.3
2016/6/18 0:00,29.86,51703,46216,55.652
2016/6/18 1:00,20.7,48644,41337,55.418
2016/6/18 2:00,18.5,47219,40455,55.832
2016/6/18 3:00,15.92,45457,36767,55.94
2016/6/18 4:00,14.31,44921,34999,55.652
2016/6/18 5:00,13.84,44855,34260,55.706
2016/6/18 6:00,17.04,45126,33911,56.084
2016/6/18 7:00,17.11,45456,35175,57.02
2016/6/18 8:00,21.57,48171,37806,58.334
2016/6/18 9:00,34.27,50747,41221,59.81
2016/6/18 10:00,32,50563,43753,59.936
2016/6/18 11:00,25.75,50588,44241,59.288
2016/6/18 12:00,35.65,50123,46184,57.326
2016/6/18 13:00,30,49708,47410,58.712
2016/6/18 14:00,25.29,47943,44036,60.26
2016/6/18 15:00,21.08,47338,42320,60.188
2016/6/18 16:00,18.32,46785,41082,57.452
2016/6/18 17:00,20.69,47131,39770,57.686
2016/6/18 18:00,23.32,49370,40485,56.444
2016/6/18 19:00,25.17,50552,41812,55.994
2016/6/18 20:00,21.57,50274,41331,55.454
2016/6/18 21:00,21.24,49793,39656,54.986
2016/6/18 22:00,28,49728,40023,54.266
2016/6/18 23:00,29.59,52294,45644,52.934
2016/6/19 0:00,25.49,50411,44088,52.106
2016/6/19 1:00,18.64,47445,39608,52.196
2016/6/19 2:00,16.7,45408,38828,52.124
2016/6/19 3:00,14.93,43815,35201,51.836
2016/6/19 4:00,13.27,42597,33236,51.422
2016/6/19 5:00,9.58,42022,32438,51.206
2016/6/19 6:00,13.89,43226,31310,51.278
2016/6/19 7:00,11.75,43083,31555,53.042
2016/6/19 8:00,10.48,43363,33393,54.716
2016/6/19 9:00,12.47,44932,36168,56.192
2016/6/19 10:00,13.41,45584,39334,58.514
2016/6/19 11:00,13.83,46591,40728,59.828
2016/6/19 12:00,14.7,47439,43130,61.16
2016/6/19 13:00,14.14,46518,44274,61.934
2016/6/19 14:00,15.24,44030,40303,62.834
2016/6/19 15:00,11.05,43478,38495,62.96
2016/6/19 16:00,5.54,42858,37294,64.238
2016/6/19 17:00,10.4,44147,36248,64.508
2016/6/19 18:00,16.32,46341,37633,64.13
2016/6/19 19:00,22.11,49815,40075,62.204
2016/6/19 20:00,23.96,51198,40840,60.368
2016/6/19 21:00,25.23,50999,39782,58.838
2016/6/19 22:00,36.75,51977,40078,58.208
2016/6/19 23:00,34.72,52943,45263,57.83
2016/6/20 0:00,25.68,49347,43433,57.308
2016/6/20 1:00,19.8,47077,39035,56.66
2016/6/20 2:00,19.69,46952,38774,57.182
2016/6/20 3:00,15,46009,35776,57.884
2016/6/20 4:00,19.69,45468,34077,57.722
2016/6/20 5:00,19.99,46058,34897,56.984
2016/6/20 6:00,28.97,49520,37012,56.282
2016/6/20 7:00,34.42,52820,42533,56.606
2016/6/20 8:00,34.94,54415,47021,58.046
2016/6/20 9:00,34.79,54520,49603,59.576
2016/6/20 10:00,33,53926,51293,60.494
2016/6/20 11:00,35.59,53884,51899,61.25
2016/6/20 12:00,33.39,53524,52877,60.656
2016/6/20 13:00,32.97,53252,53228,59.99
2016/6/20 14:00,31.5,52726,51745,59.432
2016/6/20 15:00,39.47,51972,50454,59.216
2016/6/20 16:00,39.7,51515,49205,59.324
2016/6/20 17:00,35.4,52409,47544,59.486
2016/6/20 18:00,32.97,54075,47842,59.684
2016/6/20 19:00,34.96,54577,49893,60.116
2016/6/20 20:00,33.57,53922,48017,60.224
2016/6/20 21:00,31.76,53324,45060,59.72
2016/6/20 22:00,38,53518,44718,59.144
2016/6/20 23:00,44.5,53678,49304,58.874
2016/6/21 0:00,27.16,50764,46860,58.928
2016/6/21 1:00,24.12,49255,41859,58.694
2016/6/21 2:00,23.62,48138,41282,58.55
2016/6/21 3:00,21.23,47811,38363,58.532
2016/6/21 4:00,21.89,47479,36625,58.712
2016/6/21 5:00,23.93,48470,37071,59.252
2016/6/21 6:00,29.54,50444,38875,59.846
2016/6/21 7:00,38.73,53934,44005,60.53
2016/6/21 8:00,40.78,55854,48221,60.674
2016/6/21 9:00,43.62,56669,50713,61.592
2016/6/21 10:00,41.79,57094,51975,63.032
2016/6/21 11:00,43.73,57276,52516,64.04
2016/6/21 12:00,39.59,56807,53472,64.67
2016/6/21 13:00,37.64,56269,54020,64.076
2016/6/21 14:00,35.84,56137,52215,65.156
